,P1,P2,P1A,P1B,P1C,P1D,P6,P11A,P11B,P11C,P11F,P12,P16,P17,P20,P23,P27A,P27B,P27C,P27D,P27E,P27F,P27G,P37,P43,P46A,P46B,P46C,P46D,P46E,P46F,P46G,P46H,P46I,P47A,P47B,P47C,P47D,P47E,P47F,P47G,P47H,P47I,P63A,P63B,P68,P131A,P131B,P131C,P148,P149,P152,P160
2577,19,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,3,,,,,,,,1.0,7,2,,,,,,,,,7,,,,,,,,,1,2.0,1,5,6.0,,2,6,6,Sucre
2580,24,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,7,1,7.0,9.0,,,,,,,3,,,,,,,,,1,2.0,2,1,,,1,6,6,Sucre
2583,22,1,,,,,1,3.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,5,12.0,,,,,,,,1,2.0,2,5,,,1,6,6,Sucre
2584,18,1,,,,,1,1.0,2.0,4.0,5.0,1,1,2,1,2,,,,,,,,1.0,7,2,4.0,7.0,,9.0,,,,,2,7.0,8.0,9.0,10.0,,,,,1,2.0,2,6,,,2,2,6,Sucre
2587,15,1,,,,,1,3.0,4.0,,,1,1,2,1,3,,,,,,,,1.0,7,10,,,,,,,,,7,,,,,,,,,2,,1,1,,,1,2,6,Sucre
2589,14,1,,,,,1,2.0,4.0,5.0,,1,1,2,1,3,,,,,,,,,7,1,,,,,,,,,1,,,,,,,,,2,,1,5,,,2,2,6,Sucre
2590,24,1,,,,,2,1.0,,,,1,2,2,1,3,,,,,,,,1.0,5,1,,,,,,,,,3,,,,,,,,,1,2.0,2,6,1.0,2.0,2,6,6,Sucre
2593,18,1,,,,,1,5.0,,,,1,1,2,2,1,4.0,5.0,7.0,,8.0,9.0,10.0,1.0,7,1,2.0,4.0,,7.0,9.0,10.0,,,7,8.0,9.0,12.0,,,,,,1,2.0,2,4,5.0,,2,3,6,Sucre
2597,21,1,,,,,1,1.0,2.0,3.0,5.0,1,1,2,1,1,1.0,5.0,,,,,,1.0,7,5,7.0,,,,,,,,13,,,,,,,,,1,2.0,3,5,1.0,3.0,1,2,6,Sucre
2599,17,1,,,,,1,2.0,4.0,5.0,,1,1,2,1,2,,,,,,,,1.0,7,1,2.0,9.0,,,,,,,5,,,,,,,,,2,,3,6,4.0,3.0,2,2,6,Sucre
2601,16,1,,,,,1,1.0,4.0,5.0,,1,1,2,1,2,,,,,,,,1.0,3,2,7.0,8.0,,,,,,,1,5.0,9.0,,,,,,,2,,3,6,5.0,7.0,1,2,6,Sucre
2602,24,1,,,,,1,1.0,,,,1,1,1,1,1,1.0,2.0,,,,,,1.0,7,1,5.0,,,,,,,,1,3.0,,,,,,,,1,1.0,2,5,,,2,6,6,Sucre
2603,19,1,,,,,1,1.0,2.0,3.0,,1,1,2,1,2,,,,,,,,1.0,7,1,2.0,,,,,,,,1,3.0,7.0,,,,,,,2,,2,5,1.0,,1,6,6,Sucre
2604,22,1,,,,,1,1.0,2.0,3.0,,1,1,2,1,1,1.0,2.0,4.0,,,,,1.0,7,1,2.0,,,,,,,,5,,,,,,,,,1,1.0,2,1,,,1,6,6,Sucre
2606,24,1,,,,,1,1.0,2.0,,,1,1,2,1,2,,,,,,,,1.0,7,1,,,,,,,,,1,5.0,12.0,,,,,,,1,2.0,2,5,6.0,,2,6,6,Sucre
2607,15,1,,,,,1,1.0,2.0,,,1,1,2,1,2,,,,,,,,1.0,5,1,2.0,5.0,,,,,,,1,5.0,,,,,,,,2,,3,9,,,2,2,6,Sucre
2609,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,7.0,,8.0,9.0,10.0,11.0,,5,7.0,9.0,12.0,,,,,,2,,1,5,1.0,2.0,1,2,6,Sucre
2610,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,2.0,9.0,,10.0,,,,,5,7.0,9.0,,,,,,,2,,3,5,1.0,2.0,2,2,6,Sucre
2615,17,1,,,,,2,1.0,2.0,3.0,4.0,1,2,2,1,3,,,,,,,,1.0,3,1,6.0,9.0,,10.0,11.0,,,,1,3.0,4.0,5.0,7.0,,9.0,12.0,,2,,1,6,5.0,3.0,1,2,6,Sucre
2616,18,1,,,,,2,2.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,6.0,,7.0,9.0,10.0,,,1,4.0,7.0,9.0,,,,,,1,2.0,2,6,5.0,1.0,2,3,6,Sucre
2619,20,1,,,,,1,5.0,,,,1,1,2,1,2,,,,,,,,1.0,7,1,10.0,,,,,,,,1,,,,,,,,,2,,1,5,6.0,2.0,1,2,6,Sucre
2620,21,1,,,,,1,5.0,,,,1,1,2,1,3,,,,,,,,2.0,4,2,10.0,11.0,,,,,,,5,,,,,,,,,2,,2,5,6.0,2.0,1,6,6,Sucre
2624,21,1,,,,,1,5.0,,,,1,1,2,1,3,,,,,,,,1.0,6,1,10.0,,,,,,,,1,,,,,,,,,2,,2,5,4.0,6.0,2,6,6,Sucre
2627,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,7.0,,,,,,,,9,,,,,,,,,2,,3,1,2.0,6.0,2,3,6,Papagayo
2630,22,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,2,4,7.0,10.0,,,,,,,1,3.0,9.0,,,,,,,2,,2,6,1.0,2.0,1,6,6,Papagayo
2633,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,7.0,9.0,,,,,,,2,5.0,,,,,,,,2,,3,9,,,2,2,6,Papagayo
2654,14,1,,,,,2,,,,,2,2,2,1,3,,,,,,,,1.0,5,1,7.0,10.0,,,,,,,7,,,,,,,,,2,,3,9,,,1,2,6,Papagayo
2661,23,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,5.0,7.0,,,,,,,1,4.0,7.0,,,,,,,2,,3,1,2.0,6.0,2,6,6,Papagayo
2667,23,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,4,1,9.0,4.0,,,,,,,10,,,,,,,,,2,,2,6,1.0,,2,6,6,Camargo
2670,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,4,1,10.0,,,,,,,,9,,,,,,,,,2,,1,6,1.0,,2,2,6,Camargo
2671,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,8.0,9.0,,,,,,,9,,,,,,,,,2,,1,5,2.0,1.0,1,2,6,Camargo
2678,18,1,,,,,1,2.0,4.0,,,1,2,2,1,3,,,,,,,,1.0,7,2,7.0,,,,,,,,1,7.0,9.0,,,,,,,2,,1,1,7.0,3.0,1,4,6,Camargo
2680,15,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,7.0,,,,,,,,2,,1,9,,,2,2,6,Camargo
2681,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,2.0,8.0,,9.0,10.0,,,,7,,,,,,,,,2,,1,9,,,1,3,6,Vinto Cancha Grande
2688,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,4,1,2.0,6.0,,7.0,8.0,9.0,10.0,,1,5.0,7.0,,,,,,,2,,3,3,,,2,6,6,Vinto
2693,23,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,9.0,10.0,,,,,,,3,9.0,,,,,,,,1,2.0,3,9,,,1,3,6,Vinto
2694,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,4,1,8.0,9.0,,10.0,,,,,1,7.0,9.0,12.0,,,,,,1,2.0,2,3,,,1,1,6,Vinto
2695,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,9.0,10.0,,,,,,,9,,,,,,,,,1,2.0,1,9,,,1,2,6,Vinto
2703,25,1,,,,,2,2.0,3.0,4.0,,1,2,2,1,3,,,,,,,,1.0,5,1,2.0,6.0,,7.0,8.0,9.0,10.0,11.0,1,3.0,5.0,7.0,9.0,,12.0,,,1,2.0,2,5,6.0,1.0,1,6,6,Vinto
2707,22,1,,,,,1,1.0,2.0,5.0,,1,1,2,1,1,2.0,4.0,9.0,,,,,1.0,7,1,9.0,,,,,,,,1,5.0,9.0,12.0,,,,,,2,,2,3,4.0,6.0,1,6,6,Vinto
2709,18,1,,,,,1,2.0,4.0,5.0,,1,1,2,1,1,1.0,2.0,9.0,,10.0,,,1.0,7,1,6.0,9.0,,,,,,,1,5.0,7.0,9.0,12.0,,,,,2,,2,2,1.0,3.0,2,3,6,Vinto
2719,29,1,,,,,1,2.0,4.0,5.0,,1,2,2,1,1,5.0,7.0,10.0,,,,,1.0,7,10,,,,,,,,,5,,,,,,,,,2,,2,1,6.0,5.0,2,6,6,Vinto
2724,23,1,,,,,1,4.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,5,9.0,,,,,,,,1,1.0,2,1,2.0,2.0,1,6,6,Vinto
2728,19,1,,,,,1,4.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,7,1,2.0,4.0,,7.0,,,,,1,9.0,,,,,,,,1,1.0,2,1,3.0,5.0,1,6,6,Vinto
2729,18,1,,,,,1,4.0,5.0,,,1,1,1,1,2,,,,,,,,1.0,7,1,2.0,3.0,,,,,,,1,2.0,,,,,,,,2,,2,1,2.0,3.0,1,3,6,Vinto
2730,18,1,,,,,1,5.0,,,,1,1,2,1,2,,,,,,,,1.0,5,1,2.0,,,,,,,,9,,,,,,,,,2,,2,1,4.0,6.0,1,3,6,Vinto
2736,17,1,,,,,2,3.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,7,2,7.0,9.0,,10.0,,,,,3,7.0,,,,,,,,2,,1,1,,,1,2,6,Vinto
2737,20,1,,,,,1,5.0,,,,1,1,2,1,2,,,,,,,,1.0,7,1,2.0,4.0,,5.0,10.0,11.0,,,1,2.0,9.0,,,,,,,1,1.0,2,9,,,1,6,6,Vinto
2744,18,1,,,,,2,4.0,,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,,,,,,,,7,,,,,,,,,2,,3,1,,,2,3,6,Vinto
2748,18,1,,,,,2,5.0,,,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,9,,,,,,,,,2,,2,5,6.0,1.0,2,3,6,Vinto
2749,19,1,,,,,2,5.0,,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,9.0,,10.0,,,,,5,,,,,,,,,2,,2,1,2.0,3.0,1,3,6,Vinto
2750,17,1,,,,,2,2.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,1,5.0,9.0,,,,,,,2,,1,5,1.0,2.0,2,2,6,Villomilla
2754,20,1,,,,,1,4.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,7,1,2.0,6.0,,9.0,10.0,,,,1,7.0,9.0,,,,,,,2,,1,1,6.0,5.0,2,2,6,Villomilla
2757,20,1,,,,,2,4.0,,,,1,2,2,1,3,,,,,,,,,1,1,,,,,,,,,7,,,,,,,,,2,,3,1,,,2,2,6,Sunchu Pampa
2760,22,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,2,1,9.0,10.0,,,,,,,1,2.0,9.0,,,,,,,2,,1,2,,,2,3,6,Sunchu Pampa
2761,24,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,2,7.0,11.0,,,,,,,1,9.0,,,,,,,,1,2.0,2,1,,,2,6,6,Sunchu Pampa
2762,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,1,2,5.0,7.0,,,,,,,1,9.0,,,,,,,,2,,3,1,,,1,2,6,Sunchu Pampa
2763,21,1,,,,,2,5.0,,,,1,2,2,1,3,,,,,,,,1.0,3,2,10.0,,,,,,,,6,7.0,9.0,,,,,,,2,,1,1,5.0,6.0,1,3,6,Sipe Sipe
2766,17,1,,,,,1,2.0,4.0,5.0,,1,2,1,1,3,,,,,,,,1.0,7,1,2.0,9.0,,10.0,,,,,5,9.0,12.0,,,,,,,1,2.0,1,1,5.0,6.0,1,2,6,Sipe Sipe
2767,18,1,,,,,1,2.0,4.0,5.0,,1,2,1,1,2,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,5.0,7.0,9.0,,,,,,1,2.0,2,6,1.0,5.0,1,3,6,Sipe Sipe
2768,19,1,,,,,1,1.0,3.0,4.0,,1,2,2,1,2,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,2,7.0,,,,,,,,2,,2,1,5.0,6.0,1,6,6,Sipe Sipe
2770,14,1,,,,,1,3.0,4.0,,,1,2,2,1,1,9.0,10.0,,,,,,1.0,7,9,10.0,,,,,,,,7,,,,,,,,,2,,1,5,6.0,3.0,1,2,6,Sipe Sipe
2771,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,9,10.0,,,,,,,,7,,,,,,,,,2,,1,5,6.0,1.0,2,2,6,Sipe Sipe
2777,16,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,6,1,8.0,9.0,,,,,,,8,,,,,,,,,2,,3,6,,,2,2,6,Shinahota
2778,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,10.0,,,,,,,,1,3.0,7.0,,,,,,,2,,1,1,,,1,3,6,Shinahota
2780,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,10,,,,,,,,,9,,,,,,,,,2,,1,6,,,2,2,6,Shinahota
2782,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,1,1,8.0,9.0,,10.0,,,,,1,7.0,,,,,,,,1,2.0,1,9,,,1,2,6,Sauce Rancho
2784,23,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,1,1,2.0,7.0,,10.0,,,,,1,7.0,9.0,,,,,,,1,2.0,2,7,5.0,,2,6,6,Sauce Rancho
2785,21,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,2.0,,,,,,,,2,9.0,,,,,,,,2,,2,1,,,2,6,6,Sauce Rancho
2786,22,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,2,7.0,8.0,,,,,,,1,,,,,,,,,2,,2,5,6.0,,1,6,6,Sauce Rancho
2790,15,1,,,,,1,1.0,2.0,5.0,,1,1,2,1,3,,,,,,,,1.0,4,1,8.0,10.0,,,,,,,1,9.0,,,,,,,,2,,1,1,2.0,,1,2,6,Sauce Rancho
2793,15,1,,,,,1,1.0,2.0,4.0,5.0,1,2,2,1,3,,,,,,,,1.0,3,1,4.0,8.0,,10.0,,,,,1,7.0,9.0,,,,,,,2,,1,5,,,2,2,6,Sauce Rancho
2795,20,1,,,,,2,4.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,6,1,2.0,4.0,,6.0,7.0,10.0,,,1,5.0,9.0,,,,,,,2,,2,1,5.0,,1,6,6,Sauce Rancho
2796,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,8.0,10.0,,,,,,,2,7.0,,,,,,,,2,,1,6,,,1,2,6,Sauce Rancho
2797,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,10,,,,,,,,,7,13.0,,,,,,,,2,,3,6,,,2,3,6,Sauce Rancho
2800,23,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,2,4.0,,,,,,,,9,,,,,,,,,1,2.0,1,1,,,1,6,6,San Benito
2801,22,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,3,1,4.0,9.0,,10.0,,,,,1,7.0,,,,,,,,2,,2,5,6.0,3.0,2,6,6,San Benito
2804,23,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,10.0,,,,,,,,1,7.0,,,,,,,,2,,3,6,,,2,6,6,San Benito
2805,19,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,2,1,2.0,10.0,,,,,,,1,5.0,7.0,,,,,,,2,,3,3,,,1,3,6,San Benito
2806,23,1,,,,,1,5.0,,,,1,2,2,1,2,,,,,,,,1.0,3,1,2.0,4.0,,,,,,,9,,,,,,,,,1,1.0,2,6,4.0,1.0,2,6,6,Punata
2807,20,1,,,,,1,5.0,,,,1,2,2,1,3,,,,,,,,1.0,5,1,2.0,10.0,,,,,,,7,9.0,,,,,,,,1,1.0,2,6,1.0,5.0,2,6,6,Punata
2808,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,2.0,10.0,,,,,,,7,9.0,,,,,,,,2,,1,6,1.0,5.0,1,3,6,Punata
2810,19,1,,,,,1,2.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,5,7.0,9.0,,,,,,,1,2.0,1,1,5.0,6.0,1,3,6,Punata
2811,19,1,,,,,1,1.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,6,1,4.0,10.0,,,,,,,5,7.0,9.0,,,,,,,1,2.0,1,6,1.0,,2,3,6,Punata
2813,16,1,,,,,1,3.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,2,1,8.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,6,1.0,5.0,1,2,6,Punata
2819,16,1,,,,,1,2.0,3.0,,,1,2,1,1,3,,,,,,,,1.0,2,1,10.0,,,,,,,,1,4.0,5.0,7.0,,,,,,2,,3,9,,,1,2,6,Irpa Irpa
2825,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,1,2,6.0,7.0,,8.0,10.0,,,,1,,,,,,,,,2,,1,9,,,1,3,6,Huañacahua
2827,22,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,2.0,9.0,,10.0,,,,,1,,,,,,,,,2,,3,9,,,2,6,6,Huañacahua
2829,21,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,2.0,5.0,,9.0,10.0,,,,1,7.0,,,,,,,,1,1.0,2,1,2.0,3.0,2,6,6,Huañacahua
2838,24,1,,,,,1,1.0,3.0,5.0,,1,1,2,1,1,1.0,8.0,10.0,,,,,1.0,4,4,6.0,7.0,,,,,,,5,,,,,,,,,2,,2,1,5.0,6.0,1,6,6,Huañacahua
2839,19,1,,,,,1,5.0,,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,9.0,,,,,,,5,,,,,,,,,2,,2,1,5.0,6.0,2,6,6,Huañacahua
2842,16,1,,,,,1,1.0,2.0,3.0,4.0,1,1,2,1,1,1.0,2.0,6.0,,,,,1.0,6,1,2.0,8.0,,,,,,,1,7.0,,,,,,,,2,,1,1,5.0,6.0,2,2,6,Huañacahua
2844,14,1,,,,,1,5.0,,,,1,2,2,1,2,,,,,,,,1.0,7,1,,,,,,,,,1,5.0,7.0,9.0,,,,,,2,,1,5,6.0,,1,2,6,Huañacahua
2845,22,1,,,,,1,1.0,2.0,4.0,,1,2,2,1,2,,,,,,,,1.0,5,1,2.0,10.0,,,,,,,7,9.0,,,,,,,,2,,2,5,6.0,,2,6,6,Huañacahua
2851,24,1,,,,,1,5.0,,,,1,1,2,1,2,,,,,,,,1.0,3,1,2.0,9.0,,10.0,,,,,1,,,,,,,,,2,,2,5,,,1,2,6,Huañacahua
2852,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,2,1,8.0,10.0,,,,,,,7,8.0,12.0,,,,,,,2,,1,6,,,1,3,6,Dorado Grande
2860,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,10.0,,,,,,,,3,9.0,,,,,,,,2,,1,2,1.0,6.0,2,3,6,Cochabamba
2861,16,1,,,,,1,3.0,,,,1,1,2,1,3,,,,,,,,1.0,6,1,8.0,10.0,,,,,,,9,,,,,,,,,2,,1,2,1.0,,2,2,6,Cochabamba
2862,18,1,,,,,1,5.0,,,,1,2,1,1,3,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,1,7.0,,,,,,,,2,,1,4,3.0,2.0,1,3,6,Cochabamba
2865,18,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,7.0,9.0,,10.0,,,,,1,9.0,,,,,,,,2,,1,6,2.0,1.0,2,3,6,Cochabamba
2870,23,1,,,,,1,4.0,,,,1,1,2,1,1,2.0,7.0,,,,,,1.0,7,7,,,,,,,,,10,,,,,,,,,1,1.0,2,5,6.0,3.0,1,3,6,Cochabamba
2872,16,1,,,,,1,,,,,1,1,2,1,1,10.0,,,,,,,1.0,7,10,,,,,,,,,7,,,,,,,,,2,,1,1,5.0,,2,2,6,Cochabamba
2873,22,1,,,,,1,5.0,,,,1,1,2,1,3,,,,,,,,1.0,7,9,10.0,,,,,,,,7,,,,,,,,,1,1.0,1,5,1.0,3.0,2,3,6,Cochabamba
2881,18,1,,,,,1,4.0,5.0,,,1,1,2,1,1,1.0,9.0,10.0,,,,,1.0,7,1,2.0,10.0,,,,,,,7,9.0,,,,,,,,2,,1,5,3.0,1.0,2,3,6,Cochabamba
2882,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,6.0,8.0,,10.0,,,,,1,7.0,9.0,,,,,,,1,2.0,1,1,2.0,5.0,1,3,6,Cochabamba
2883,25,1,,,,,1,3.0,5.0,,,1,1,2,1,1,6.0,8.0,10.0,,,,,1.0,7,1,6.0,10.0,,,,,,,1,7.0,9.0,11.0,,,,,,1,2.0,2,1,4.0,6.0,1,6,6,Cochabamba
2886,22,1,,,,,1,5.0,,,,1,1,2,1,1,9.0,10.0,,,,,,1.0,6,7,10.0,,,,,,,,7,,,,,,,,,1,2.0,2,4,,,2,6,6,Cochabamba
2887,23,1,,,,,1,4.0,,,,1,1,2,1,1,10.0,,,,,,,1.0,7,10,,,,,,,,,7,,,,,,,,,2,,2,1,,,2,6,6,Cochabamba
2888,17,1,,,,,1,2.0,3.0,,,1,1,2,1,2,,,,,,,,2.0,5,8,,,,,,,,,7,,,,,,,,,2,,3,1,5.0,,1,2,6,Cochabamba
2889,21,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,4.0,9.0,,,,,,,1,,,,,,,,,1,2.0,2,1,,,2,6,6,Cochabamba
2890,23,1,,,,,1,5.0,,,,1,1,2,1,1,4.0,,,,,,,1.0,7,4,,,,,,,,,9,,,,,,,,,1,2.0,2,1,6.0,,1,6,6,Cochabamba
2894,19,1,,,,,1,4.0,,,,1,1,2,1,1,8.0,9.0,10.0,,,,,1.0,6,8,9.0,10.0,,,,,,,5,9.0,,,,,,,,2,,1,3,,,1,3,6,Cochabamba
2895,22,1,,,,,1,1.0,3.0,5.0,,1,2,2,1,1,1.0,2.0,8.0,,,,,1.0,7,1,4.0,8.0,,,,,,,5,9.0,12.0,,,,,,,2,,2,6,,,2,4,6,Cochabamba
2896,21,1,,,,,1,1.0,4.0,5.0,,1,1,2,1,1,2.0,7.0,10.0,,,,,1.0,7,1,4.0,9.0,,,,,,,5,12.0,,,,,,,,2,,2,5,6.0,3.0,2,6,6,Cochabamba
2901,22,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,10.0,,,,,,,,1,7.0,,,,,,,,2,,3,4,6.0,3.0,2,3,6,Cochabamba
2903,17,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,7.0,10.0,,,,,,,1,9.0,,,,,,,,2,,1,1,2.0,5.0,2,2,6,Cochabamba
2904,23,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,10.0,,,,,,,,1,7.0,,,,,,,,2,,1,1,6.0,,1,6,6,Cochabamba
2907,21,1,,,,,1,4.0,,,,1,1,2,1,1,2.0,7.0,10.0,,,,,1.0,7,2,7.0,10.0,,,,,,,1,5.0,9.0,,,,,,,1,1.0,1,4,5.0,6.0,2,6,6,Cochabamba
2908,21,1,,,,,2,4.0,,,,1,1,2,1,3,,,,,,,,1.0,7,10,5.0,,,,,,,,7,,,,,,,,,2,,1,4,5.0,6.0,2,3,6,Cochabamba
2914,14,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,7,1,7.0,10.0,,,,,,,4,5.0,9.0,,,,,,,2,,2,6,5.0,1.0,1,2,6,Cochabamba
2920,20,1,,,,,1,1.0,,,,2,2,2,1,3,,,,,,,,1.0,7,1,2.0,,,,,,,,1,9.0,,,,,,,,2,,2,1,,,1,6,6,Cochabamba
2921,18,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,9.0,,,,,,,,1,1.0,2,9,,,1,3,6,Cochabamba
2924,16,1,,,,,1,2.0,,,,1,2,1,1,2,,,,,,,,1.0,7,1,8.0,,,,,,,,1,7.0,,,,,,,,2,,1,9,,,1,2,6,Cochabamba
2925,24,1,,,,,1,2.0,3.0,4.0,,1,1,2,1,1,1.0,2.0,7.0,,10.0,,,1.0,7,1,8.0,10.0,,,,,,,1,7.0,,,,,,,,2,,2,9,,,1,6,6,Cochabamba
2927,19,1,,,,,1,2.0,4.0,5.0,,1,2,1,1,2,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,4,7.0,12.0,,,,,,,2,,2,9,,,1,6,6,Cochabamba
2928,20,1,,,,,1,1.0,2.0,3.0,4.0,1,1,2,1,1,1.0,2.0,4.0,,5.0,7.0,8.0,1.0,7,7,8.0,10.0,,11.0,,,,,1,3.0,5.0,7.0,,,,,,2,,2,5,6.0,,1,6,6,Cochabamba
2929,23,1,,,,,1,4.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,7,1,2.0,4.0,,10.0,,,,,1,9.0,12.0,,,,,,,2,,2,9,,,2,6,6,Cochabamba
2932,18,1,,,,,1,3.0,2.0,,,2,2,2,1,3,,,,,,,,1.0,7,1,2.0,9.0,,,,,,,1,7.0,,,,,,,,1,1.0,1,4,2.0,6.0,1,3,6,Cochabamba
2933,21,1,,,,,2,4.0,,,,1,2,2,1,3,,,,,,,,1.0,2,1,2.0,9.0,,,,,,,7,8.0,,,,,,,,1,1.0,2,6,1.0,4.0,2,6,6,Cochabamba
2936,20,1,,,,,1,1.0,4.0,,,1,1,2,1,1,1.0,2.0,4.0,,,,,1.0,7,1,4.0,7.0,,10.0,,,,,5,7.0,8.0,,,,,,,1,1.0,2,6,5.0,7.0,1,6,6,Cochabamba
2939,17,1,,,,,1,2.0,3.0,5.0,,1,2,2,2,3,,,,,,,,1.0,7,1,7.0,8.0,,10.0,,,,,5,7.0,,,,,,,,1,2.0,1,6,7.0,,1,1,6,Cochabamba
2944,25,1,,,,,1,1.0,,,,1,1,2,1,1,1.0,4.0,7.0,,,,,1.0,7,1,9.0,10.0,,,,,,,5,7.0,,,,,,,,2,,2,5,4.0,1.0,1,6,6,Cochabamba
2947,18,1,,,,,1,1.0,3.0,5.0,,1,1,2,1,1,7.0,8.0,9.0,,,,,1.0,7,9,10.0,,,,,,,,5,7.0,9.0,,,,,,,2,,1,5,4.0,1.0,1,2,6,Cochabamba
2949,19,1,,,,,1,1.0,4.0,,,1,1,1,1,1,1.0,4.0,,,,,,1.0,7,7,8.0,9.0,,,,,,,5,7.0,,,,,,,,2,,1,4,5.0,1.0,2,6,6,Cochabamba
2951,19,1,,,,,1,1.0,4.0,5.0,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,7.0,,,,,,,7,,,,,,,,,1,2.0,1,5,4.0,3.0,2,6,6,Cochabamba
2952,19,1,,,,,1,1.0,3.0,4.0,,1,1,2,2,1,1.0,7.0,10.0,,,,,1.0,7,4,7.0,10.0,,,,,,,1,2.0,7.0,,,,,,,1,1.0,2,6,5.0,1.0,2,6,6,Cochabamba
2961,22,1,,,,,1,1.0,2.0,4.0,,1,2,2,1,2,,,,,,,,1.0,3,1,9.0,,,,,,,,5,7.0,,,,,,,,2,,1,1,5.0,,2,3,6,Warnes
