,P1,P2,P1A,P1B,P1C,P1D,P6,P11A,P11B,P11C,P11F,P12,P16,P17,P20,P23,P27A,P27B,P27C,P27D,P27E,P27F,P27G,P37,P43,P46A,P46B,P46C,P46D,P46E,P46F,P46G,P46H,P46I,P47A,P47B,P47C,P47D,P47E,P47F,P47G,P47H,P47I,P63A,P63B,P68,P131A,P131B,P131C,P148,P149,P152,P160,accesibilidad,utilidad
0,18,1,,,,,1,4.0,5.0,,,1,1,2,1,1,2.0,5.0,7.0,,,,,1.0,4,1,2.0,,,,,,,,1,9.0,,,,,,,,1,2.0,1,5,,,1,3,6,La Paz,0.875,0.574
4,16,1,,,,,2,5.0,,,,1,2,1,1,3,,,,,,,,,4,5,2.0,,,,,,,,9,11.0,,,,,,,,1,2.0,1,1,2.0,,2,2,6,La Paz,0.625,0.267
9,18,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,7,,,,,,,,,1,2.0,2,5,,,1,3,6,La Paz,0.75,0.443
11,20,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,2,2,,,,,,,,1.0,7,1,2.0,4.0,,,,,,,7,9.0,12.0,,,,,,,2,,2,6,,,1,6,6,La Paz,0.75,0.604
17,18,1,,,,,2,4.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,7.0,10.0,,11.0,,,,,1,5.0,7.0,9.0,,,,,,2,,1,1,2.0,6.0,2,3,6,La Paz,0.5,0.414
24,19,1,,,,,1,5.0,,,,1,1,2,2,3,,,,,,,,1.0,7,10,,,,,,,,,7,,,,,,,,,2,,1,6,,,2,3,6,La Paz,0.625,0.122
25,14,1,,,,,1,2.0,3.0,4.0,5.0,1,2,2,2,3,,,,,,,,1.0,7,1,7.0,8.0,,,,,,,13,,,,,Ultimos juegos,,,,2,,1,5,1.0,,1,2,6,La Paz,0.5,0.508
29,21,1,,,,,1,1.0,2.0,3.0,4.0,1,1,2,1,1,5.0,,,,,,,1.0,7,10,,,,,,,,,1,7.0,,,,,,,,1,1.0,1,1,5.0,,2,3,6,La Paz,0.875,0.442
34,18,1,,,,,1,3.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,3.0,,7.0,10.0,,,,1,5.0,7.0,,,,,,,1,2.0,2,6,,,1,3,6,La Paz,0.75,0.368
38,23,1,,,,,1,1.0,,,,1,1,2,1,2,,,,,,,,1.0,7,2,10.0,,,,,,,,3,9.0,10.0,,,,,,,1,2.0,2,5,,,2,6,6,La Paz,0.875,0.178
40,20,1,,,,,1,4.0,5.0,,,1,1,2,1,1,1.0,2.0,4.0,,10.0,11.0,,1.0,7,1,7.0,8.0,,9.0,10.0,11.0,,,5,8.0,9.0,,,,,,,1,1.0,2,5,1.0,6.0,1,6,6,La Paz,0.875,0.656
41,25,1,,,,,1,3.0,4.0,5.0,,1,1,2,2,1,1.0,2.0,7.0,,9.0,,,1.0,7,1,2.0,4.0,,7.0,9.0,10.0,11.0,,5,7.0,9.0,,,,,,,1,2.0,2,5,1.0,6.0,2,2,6,La Paz,0.75,0.861
42,15,1,,,,,1,1.0,2.0,3.0,4.0,1,2,1,2,2,,,,,,,,1.0,7,1,9.0,10.0,,11.0,,,,,3,,,,,,,,,1,2.0,1,7,6.0,5.0,1,2,6,La Paz,0.75,0.523
43,18,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,1,1.0,4.0,7.0,,8.0,9.0,10.0,1.0,7,1,2.0,4.0,,7.0,8.0,9.0,10.0,11.0,1,4.0,5.0,7.0,9.0,,12.0,,,1,2.0,3,6,5.0,7.0,2,3,6,La Paz,0.75,0.959
46,22,1,,,,,1,1.0,2.0,3.0,5.0,1,2,2,1,3,,,,,,,,1.0,7,1,4.0,9.0,,10.0,,,,,9,,,,,,,,,1,2.0,2,5,,,1,6,6,El Alto,0.625,0.54
48,17,1,,,,,1,1.0,2.0,3.0,,1,1,2,2,2,,,,,,,,1.0,7,1,2.0,4.0,,9.0,10.0,,,,4,9.0,,,,,,,,2,,1,5,,,1,2,6,El Alto,0.75,0.498
50,16,1,,,,,1,1.0,2.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,4.0,,7.0,,,,,1,5.0,7.0,9.0,12.0,,,,,2,,1,6,1.0,,2,2,6,El Alto,0.625,0.461
55,16,1,,,,,2,5.0,,,,1,2,2,1,3,,,,,,,,1.0,3,2,10.0,,,,,,,,5,,,,,,,,,1,2.0,3,5,6.0,,2,2,6,El Alto,0.375,0.202
56,20,1,,,,,1,1.0,2.0,3.0,,1,2,2,1,3,,,,,,,,1.0,4,1,5.0,7.0,,10.0,,,,,1,5.0,7.0,12.0,,,,,,2,,3,5,1.0,,1,6,6,El Alto,0.5,0.426
58,16,1,,,,,2,2.0,4.0,,,1,2,2,2,3,,,,,,,,1.0,5,1,9.0,10.0,,,,,,,5,7.0,,,,,,,,1,2.0,1,6,5.0,,1,2,6,El Alto,0.375,0.3
61,16,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,3,2,5.0,7.0,,9.0,10.0,,,,3,7.0,9.0,,,,,,,1,2.0,3,3,,,1,2,6,El Alto,0.25,0.25
64,14,1,,,,,2,5.0,,,,1,2,2,1,3,,,,,,,,1.0,2,7,8.0,9.0,,,,,,,9,12.0,2.0,3.0,4.0,,5.0,6.0,7.0,2,,3,5,,,2,2,6,El Alto,0.375,0.227
67,14,1,,,,,2,3.0,5.0,6.0,,1,2,1,1,3,,,,,,,,,4,1,7.0,,,,,,,,7,,,,,,,,,2,,1,1,,,1,2,6,La Paz,0.625,0.288
70,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,9.0,,,,,,,,2,,1,1,3.0,,2,2,6,La Paz,0.5,0.121
73,15,1,,,,,1,2.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,2,1,3.0,7.0,,8.0,9.0,10.0,,,5,9.0,,,,,,,,2,,1,6,,,1,2,6,La Paz,0.75,0.364
75,17,1,,,,,1,2.0,3.0,,,1,2,2,1,3,,,,,,,,1.0,2,2,5.0,,,,,,,,1,5.0,,,,,,,,9,,1,9,,,2,2,6,La Paz,0.625,0.304
77,17,1,,,,,1,3.0,,,,1,2,2,1,2,,,,,,,,1.0,3,9,10.0,,,,,,,,7,9.0,,,,,,,,1,2.0,1,6,4.0,1.0,1,2,6,La Paz,0.75,0.102
78,25,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,2,6.0,10.0,,,,,,,7,9.0,12.0,,,,,,,1,2.0,3,5,1.0,6.0,1,4,6,La Paz,0.375,0.145
82,19,1,,,,,1,1.0,,,,1,2,2,1,3,,,,,,,,1.0,2,9,10.0,,,,,,,,8,9.0,12.0,,,,,,,1,2.0,2,5,6.0,,2,6,6,El Alto,0.625,0.138
87,15,1,,,,,1,1.0,,,,1,2,2,1,3,,,,,,,,1.0,1,1,2.0,7.0,,,,,,,5,12.0,,,,,,,,1,1.0,1,5,,,1,2,6,El Alto,0.625,0.283
93,19,1,,,,,1,1.0,2.0,3.0,4.0,1,2,2,1,1,2.0,7.0,9.0,,10.0,,,1.0,7,1,2.0,4.0,,5.0,6.0,7.0,8.0,9.0,5,7.0,9.0,12.0,,,,,,2,,2,4,5.0,6.0,2,6,6,El Alto,0.75,0.999
95,17,1,,,,,1,1.0,2.0,3.0,4.0,1,1,2,1,1,10.0,,,,,,,1.0,7,1,10.0,,,,,,,,9,,,,,,,,,2,,1,4,5.0,6.0,1,2,6,El Alto,0.875,0.418
98,21,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,1,1.0,2.0,,,,,,1.0,7,2,5.0,,,,,,,,5,,,,,,,,,1,2.0,2,6,,,1,4,6,El Alto,0.875,0.669
102,14,1,,,,,1,2.0,3.0,4.0,,1,1,2,1,1,1.0,2.0,4.0,,,,,1.0,4,1,2.0,,,,,,,,5,,,,,,,,,2,,1,5,,,1,2,6,El Alto,0.875,0.603
103,15,1,,,,,1,1.0,,,,1,1,2,1,1,1.0,2.0,,,,,,1.0,7,1,2.0,5.0,,,,,,,5,,,,,,,,,2,,1,8,,,2,2,6,El Alto,0.875,0.404
104,14,1,,,,,2,1.0,4.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,5,9.0,,,,,,,,2,,1,9,,,1,2,6,Caranavi,0.5,0.3
106,20,1,,,,,1,2.0,,,,1,1,2,1,2,,,,,,,,1.0,7,2,10.0,,,,,,,,1,5.0,,,,,,,,2,,2,1,5.0,2.0,2,3,6,Caranavi,0.875,0.178
108,15,1,,,,,2,3.0,4.0,,,1,2,2,1,3,,,,,,,,1.0,4,1,7.0,,,,,,,,2,5.0,,,,,,,,2,,1,3,4.0,5.0,1,2,6,Patacamaya,0.5,0.288
110,19,1,,,,,2,5.0,,,,1,2,2,1,3,,,,,,,,1.0,1,1,6.0,10.0,,,,,,,9,,,,,,,,,2,,3,1,2.0,6.0,1,3,6,Villa Viluyo,0.375,0.227
111,16,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,3,1,2.0,10.0,,,,,,,5,9.0,,,,,,,,2,,3,1,2.0,6.0,2,2,6,Mallku Originario,0.25,0.121
112,17,1,,,,,1,5.0,,,,1,2,2,2,3,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,13,,,,,Juegos,,,,2,,1,5,1.0,,1,2,6,El Alto,0.5,0.162
114,15,1,,,,,1,5.0,,,,1,2,2,2,3,,,,,,,,1.0,7,2,9.0,10.0,,,,,,,5,,,,,,,,,2,,1,1,5.0,,2,2,6,El Alto,0.5,0.243
117,23,1,,,,,1,4.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,,,,,,,,,2,,2,5,6.0,,2,6,6,El Alto,0.625,0.365
118,21,1,,,,,1,4.0,5.0,,,1,2,2,2,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,9,,,,,,,,,1,1.0,1,5,6.0,,1,6,6,El Alto,0.5,0.365
120,22,1,,,,,2,5.0,,,,1,2,2,1,3,,,,,,,,1.0,3,1,2.0,5.0,,,,,,,1,9.0,,,,,,,,1,1.0,2,5,,,1,6,6,Villa Viluyo,0.5,0.308
121,17,1,,,,,2,5.0,,,,1,2,2,1,3,,,,,,,,1.0,4,1,8.0,10.0,,,,,,,9,,,,,,,,,2,,1,1,,,2,2,6,Villa Viluyo,0.5,0.162
127,16,1,,,,,2,,,,,1,2,1,2,3,,,,,,,,1.0,4,1,2.0,9.0,,,,,,,9,,,,,,,,,2,,3,5,2.0,1.0,1,2,6,Machac Huyo,0.375,0.162
134,22,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,4,1,3.0,4.0,,8.0,,,,,1,5.0,10.0,,,,,,,1,2.0,3,5,1.0,,1,3,6,Mallku Originario,0.5,0.121
135,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,4.0,10.0,,,,,,,5,9.0,,,,,,,,2,,1,6,5.0,,2,3,6,Mallku Originario,0.5,0.121
136,17,1,,,,,1,2.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,5,1,4.0,10.0,,,,,,,1,5.0,7.0,,,,,,,1,2.0,1,5,1.0,2.0,1,2,6,Mallku Originario,0.625,0.34
138,17,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,2,8,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,1,5.0,6.0,1,2,6,Santa Cruz,0.375,0.04
141,18,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,8.0,9.0,,,,,,,5,7.0,9.0,,,,,,,2,,3,3,5.0,6.0,2,3,6,Santa Cruz,0.5,0.08
150,23,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,1,5.0,7.0,12.0,,,,,,2,,2,1,6.0,5.0,1,6,6,Santa Cruz,0.625,0.04
151,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,5.0,7.0,,,,,,,2,,1,1,3.0,6.0,2,2,6,Santa Cruz,0.5,0.08
155,16,1,,,,,1,4.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,7,7,9.0,10.0,,,,,,,5,9.0,10.0,,,,,,,2,,1,6,7.0,1.0,2,2,6,Santa Cruz,0.75,0.349
160,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,8,10.0,11.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,6,1.0,7.0,1,2,6,Santa Cruz,0.5,0.064
161,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,2.0,5,1,10.0,11.0,,,,,,,7,,,,,,,,,2,,1,5,6.0,1.0,2,2,6,Santa Cruz,0.5,0.105
169,19,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,3,1,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,5,6.0,1.0,1,4,6,Santa Cruz,0.625,0.08
177,15,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,9,,,,,,,,,2,,1,1,6.0,7.0,1,2,6,Santa Cruz,0.5,0.04
178,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,7.0,10.0,,,,,,,1,,,,,,,,,2,,3,1,5.0,6.0,2,2,6,Santa Cruz,0.375,0.105
182,17,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,4,5.0,7.0,,,,,,,2,,1,1,3.0,6.0,1,2,6,Santa Cruz,0.625,0.04
183,22,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,5,7,8.0,10.0,,,,,,,5,7.0,,,,,,,,2,,1,1,3.0,5.0,2,6,6,Santa Cruz,0.625,0.064
184,24,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,2.0,7,7,8.0,10.0,,,,,,,7,8.0,9.0,,,,,,,2,,2,5,6.0,1.0,1,6,6,Santa Cruz,0.625,0.064
195,22,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,8.0,10.0,,,,,,,1,7.0,12.0,,,,,,,2,,2,6,5.0,3.0,1,6,6,Santa Cruz,0.5,0.04
196,16,1,,,,,1,2.0,4.0,,,1,1,2,2,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,3,6.0,7.0,2,2,6,Santa Cruz,0.5,0.3
198,22,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,7,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,6,5.0,1.0,2,6,6,Santa Cruz,0.375,0.105
201,19,1,,,,,1,3.0,4.0,5.0,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,1,5.0,7.0,8.0,9.0,,12.0,,,1,9.0,1,5,6.0,1.0,1,6,6,Santa Cruz,0.75,0.426
202,18,1,,,,,1,4.0,5.0,,,1,1,2,1,2,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,1,4.0,5.0,7.0,8.0,,9.0,,,1,9.0,1,1,3.0,6.0,2,3,6,Santa Cruz,0.875,0.365
204,23,1,,,,,1,1.0,4.0,5.0,,1,2,2,1,2,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,5,7.0,8.0,9.0,,,,,,1,9.0,1,4,5.0,6.0,2,6,6,Santa Cruz,0.75,0.462
207,22,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,4.0,10.0,,,,,,,5,7.0,8.0,,,,,,,2,,2,5,6.0,1.0,1,6,6,Santa Cruz,0.625,0.121
210,14,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,9,10.0,,,,,,,,1,7.0,9.0,,,,,,,2,,1,1,6.0,7.0,2,2,6,Santa Cruz,0.625,0.04
211,18,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,7,8.0,10.0,,,,,,,1,2.0,7.0,,,,,,,2,,3,1,5.0,6.0,1,3,6,Santa Cruz,0.5,0.064
212,24,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,9.0,10.0,,,,,,,1,5.0,7.0,12.0,,,,,,1,1.0,2,1,6.0,5.0,2,6,6,Santa Cruz,0.625,0.08
218,21,1,,,,,1,2.0,4.0,5.0,,1,1,2,1,2,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,1,5.0,7.0,9.0,12.0,,,,,2,,3,3,6.0,5.0,1,6,6,Santa Cruz,0.75,0.382
219,17,1,,,,,1,2.0,4.0,,,1,2,2,2,2,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,12.0,,,,,,,2,,1,3,6.0,5.0,2,2,6,Santa Cruz,0.625,0.3
220,17,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,2.0,10.0,,,,,,,1,5.0,9.0,12.0,,,,,,2,,1,6,5.0,1.0,1,2,6,Santa Cruz,0.625,0.121
221,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,6.0,5.0,2,6,6,Santa Cruz,0.375,0.08
225,20,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,9.0,12.0,,,,,,2,,2,6,5.0,3.0,1,6,6,Santa Cruz,0.5,0.08
230,19,1,,,,,1,1.0,3.0,5.0,,1,1,2,1,3,,,,,,,,1.0,6,1,7.0,8.0,,9.0,10.0,,,,1,7.0,9.0,,,,,,,2,,3,5,6.0,7.0,1,6,6,Santa Cruz,0.625,0.426
231,24,1,,,,,1,2.0,3.0,,,1,2,2,1,3,,,,,,,,1.0,5,1,9.0,10.0,,,,,,,1,7.0,9.0,,,,,,,2,,2,5,6.0,7.0,1,6,6,Santa Cruz,0.625,0.239
232,14,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,7.0,9.0,,10.0,,,,,7,9.0,,,,,,,,2,,1,5,6.0,1.0,2,2,6,Santa Cruz,0.625,0.145
234,24,1,,,,,1,2.0,4.0,5.0,,1,2,2,1,2,,,,,,,,1.0,7,1,7.0,9.0,,10.0,,,,,7,9.0,12.0,,,,,,,2,,2,5,6.0,7.0,2,6,6,Santa Cruz,0.75,0.487
239,17,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,1,1.0,4.0,7.0,,,,,1.0,7,2,8.0,9.0,,11.0,,,,,7,8.0,9.0,10.0,,,,,,2,,3,4,3.0,1.0,2,2,6,Santa Cruz,0.75,0.774
241,17,1,,,,,1,1.0,5.0,,,1,1,2,1,1,1.0,2.0,10.0,,,,,1.0,7,1,5.0,10.0,,,,,,,4,5.0,7.0,8.0,9.0,,,,,2,,1,4,5.0,6.0,1,2,6,Santa Cruz,0.875,0.446
246,23,1,,,,,1,1.0,4.0,,,1,1,2,1,1,1.0,5.0,11.0,,,,,1.0,5,4,5.0,7.0,,,,,,,5,10.0,,,,,,,,1,9.0,2,4,5.0,6.0,2,6,6,Santa Cruz,0.875,0.598
252,19,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,2,,,,,,,,1.0,7,8,10.0,11.0,,,,,,,4,5.0,8.0,9.0,,,,,,2,,1,4,5.0,6.0,2,6,6,Santa Cruz,0.875,0.467
253,14,1,,,,,1,4.0,5.0,,,1,1,2,1,1,4.0,7.0,11.0,,,,,1.0,7,4,10.0,11.0,,,,,,,4,5.0,8.0,9.0,12.0,,,,,2,,2,1,3.0,5.0,1,2,6,Santa Cruz,0.875,0.599
254,22,1,,,,,1,2.0,3.0,4.0,5.0,1,1,2,1,2,,,,,,,,1.0,7,4,7.0,10.0,,,,,,,4,5.0,7.0,8.0,9.0,Tarea,13.0,,,2,,1,5,6.0,4.0,1,3,6,Santa Cruz,0.875,0.548
262,19,1,,,,,1,5.0,,,,1,1,2,2,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,1,7.0,9.0,,,,,,,2,,2,1,6.0,5.0,2,6,6,Santa Cruz,0.625,0.202
264,21,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,1,7.0,,,,,,,,2,,2,5,6.0,7.0,1,6,6,Santa Cruz,0.5,0.04
266,19,1,,,,,1,2.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,1,3.0,7.0,,,,,,,2,,2,6,5.0,1.0,1,4,6,Santa Cruz,0.75,0.26
267,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,10.0,11.0,,,,,,,1,4.0,5.0,7.0,8.0,,9.0,,,2,,3,1,2.0,3.0,2,6,6,Santa Cruz,0.375,0.105
271,24,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,10.0,11.0,,,,,,,1,4.0,5.0,8.0,9.0,,,,,1,1.0,2,5,2.0,1.0,1,6,6,Santa Cruz,0.625,0.105
272,14,1,,,,,1,3.0,4.0,5.0,,1,1,2,1,1,1.0,10.0,11.0,,,,,1.0,7,1,10.0,11.0,,,,,,,5,7.0,8.0,9.0,,,,,,2,,2,1,5.0,2.0,1,2,6,Santa Cruz,0.875,0.514
277,14,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,4,5.0,1.0,1,2,6,Roboré,0.625,0.08
278,18,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,7,1,7.0,10.0,,,,,,,2,6.0,7.0,9.0,,,,,,2,,1,1,3.0,5.0,1,3,6,Roboré,0.625,0.105
279,20,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,7,1,7.0,10.0,,,,,,,6,7.0,9.0,,,,,,,2,,1,1,6.0,2.0,2,3,6,Roboré,0.625,0.105
281,19,1,,,,,1,4.0,5.0,,,1,2,1,1,3,,,,,,,,1.0,7,1,7.0,10.0,,,,,,,2,6.0,7.0,9.0,,,,,,2,,1,1,5.0,6.0,1,3,6,Puerto Quijarro,0.75,0.349
282,24,1,,,,,1,4.0,5.0,,,1,2,1,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,1,5.0,6.0,2,3,6,Puerto Quijarro,0.75,0.324
286,20,1,,,,,1,1.0,2.0,4.0,,1,2,2,2,2,,,,,,,,1.0,3,1,9.0,,,,,,,,5,7.0,,,,,,,,2,,1,1,5.0,,2,3,6,Warnes,0.625,0.398
290,19,1,,,,,1,2.0,4.0,5.0,,1,1,2,2,1,2.0,5.0,7.0,,11.0,,,1.0,5,1,4.0,6.0,,9.0,10.0,,,,1,3.0,5.0,7.0,,,,,,2,,2,1,2.0,3.0,1,3,6,San Ignacio,0.75,0.777
293,29,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,2.0,10.0,,,,,,,1,5.0,7.0,8.0,,,,,,2,,3,1,5.0,3.0,1,6,6,San Ignacio,0.375,0.121
294,19,1,,,,,1,4.0,5.0,,,1,2,1,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,1,5.0,3.0,2,3,6,Valle Grande,0.75,0.324
295,24,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,4,5.0,7.0,9.0,,,,,,1,9.0,2,1,3.0,5.0,1,4,6,Valle Grande,0.625,0.121
301,18,1,,,,,1,,,,,1,2,2,2,3,,,,,,,,1.0,1,4,10.0,,,,,,,,5,9.0,,,,,,,,1,2.0,1,5,6.0,1.0,2,3,6,Mineros,0.5,0.08
306,34,1,,,,,1,3.0,4.0,,,1,2,2,1,3,,,,,,,,1.0,2,1,2.0,10.0,,,,,,,9,,,,,,,,,2,,3,1,6.0,,2,2,6,Camiri,0.5,0.304
312,15,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,5,7.0,,,,,,,,2,,1,5,6.0,,1,2,6,Santa Rita,0.375,0.04
317,16,1,,,,,1,1.0,2.0,3.0,4.0,1,2,2,2,2,,,,,,,,1.0,7,1,2.0,6.0,,7.0,8.0,9.0,10.0,,7,,,,,,,,,2,,3,6,5.0,3.0,2,2,6,San Juan Yapacani,0.5,0.668
318,15,1,,,,,1,,,,,1,2,1,1,3,,,,,,,,1.0,7,1,2.0,8.0,,9.0,10.0,,,,7,,,,,,,,,2,,3,5,6.0,1.0,1,2,6,San Juan Yapacani,0.625,0.162
322,16,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,5,7,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,6.0,7.0,2,2,6,El Carmen Rivero,0.25,0.105
325,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,9.0,10.0,,,,,,,9,,,,,,,,,2,,3,6,3.0,1.0,2,2,6,Quebrada León,0.375,0.08
326,17,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,3,1,7.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,6.0,5.0,1,2,6,Quebrada León,0.25,0.105
333,14,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,2.0,3,1,9.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,1,2.0,,2,2,6,Huasa Cañada,0.625,0.08
334,18,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,2.0,3,1,7.0,9.0,,10.0,,,,,5,7.0,8.0,9.0,,,,,,2,,1,1,2.0,6.0,2,3,6,Huasa Cañada,0.625,0.145
335,24,1,,,,,1,2.0,3.0,4.0,5.0,1,2,1,2,3,,,,,,,,2.0,4,1,4.0,7.0,,9.0,10.0,,,,1,5.0,7.0,9.0,,,,,,2,,3,1,3.0,2.0,1,3,6,Huasa Cañada,0.5,0.629
346,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,7,10.0,,,,,,,,5,7.0,9.0,,,,,,,2,,1,1,3.0,6.0,1,2,6,Piedritas,0.5,0.064
347,21,1,,,,,1,1.0,2.0,3.0,4.0,1,2,2,1,2,,,,,,,,1.0,2,1,2.0,5.0,,7.0,8.0,9.0,10.0,11.0,8,9.0,,,,,,,,9,,1,1,6.0,7.0,2,6,6,Anamal,0.75,0.733
351,25,1,,,,,1,1.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,2,1,4.0,10.0,,,,,,,1,5.0,6.0,7.0,9.0,,,,,1,2.0,2,4,5.0,6.0,1,6,6,Anamal,0.625,0.34
352,18,1,,,,,1,4.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,3,1,4.0,10.0,,,,,,,3,5.0,7.0,9.0,,,,,,2,,2,1,3.0,5.0,2,3,6,Anamal,0.75,0.365
354,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,4,7,8.0,10.0,,,,,,,7,,,,,,,,,2,,3,6,5.0,1.0,1,2,6,Pueblo Nuevo,0.375,0.064
360,19,1,,,,,2,,,,,2,2,2,2,3,,,,,,,,1.0,5,1,7.0,10.0,,,,,,,1,,,,,,,,,2,,3,1,3.0,6.0,2,3,6,Pueblo Nuevo,0.125,0.105
365,17,1,,,,,1,1.0,2.0,4.0,,1,1,1,2,1,2.0,9.0,10.0,,,,,1.0,5,7,9.0,,,,,,,,1,7.0,,,,,,,,1,1.0,1,1,6.0,3.0,2,2,6,Sucre,0.875,0.543
366,18,1,,,,,1,1.0,2.0,4.0,5.0,1,1,2,1,1,1.0,4.0,5.0,,8.0,9.0,10.0,1.0,7,1,7.0,8.0,,,,,,,1,3.0,9.0,,,,,,,1,1.0,2,1,,,1,3,6,Sucre,0.875,0.73
